age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
44.0,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,47.0,United-States,<=50K
56.0,Private,9th,Married-civ-spouse,Other-service,Wife,White,Female,4508.0,0.0,28.0,United-States,<=50K
36.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
56.0,Local-gov,12th,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,1590.0,40.0,United-States,<=50K
31.0,Private,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
19.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,7.0,United-States,<=50K
26.0,Private,HS-grad,Never-married,Tech-support,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
21.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
33.0,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
59.0,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0.0,0.0,15.0,United-States,<=50K
49.0,Local-gov,HS-grad,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,47.0,United-States,<=50K
54.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,2829.0,0.0,42.0,United-States,<=50K
61.0,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
33.0,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,43.0,United-States,<=50K
22.0,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
46.0,Local-gov,HS-grad,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,33.0,United-States,<=50K
49.0,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
51.0,Private,12th,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,46.0,United-States,<=50K
27.0,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Female,0.0,0.0,32.0,United-States,<=50K
27.0,Local-gov,Assoc-acdm,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
56.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
24.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
59.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,25.0,United-States,<=50K
33.0,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
49.0,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,11th,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
18.0,Private,11th,Never-married,Other-service,Own-child,White,Female,0.0,0.0,9.0,United-States,<=50K
31.0,,HS-grad,Never-married,,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
30.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3942.0,0.0,40.0,United-States,<=50K
29.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,2635.0,0.0,40.0,United-States,<=50K
24.0,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
53.0,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Self-emp-inc,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,0.0,0.0,50.0,United-States,<=50K
38.0,Federal-gov,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,6849.0,0.0,50.0,United-States,<=50K
32.0,Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,2174.0,0.0,45.0,Taiwan,<=50K
31.0,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,72.0,United-States,<=50K
34.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
49.0,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
54.0,Self-emp-not-inc,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,6849.0,0.0,50.0,United-States,<=50K
28.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
33.0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
51.0,Private,HS-grad,Married-civ-spouse,Other-service,Other-relative,Black,Female,0.0,0.0,40.0,Jamaica,<=50K
53.0,Local-gov,Assoc-voc,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,48.0,United-States,<=50K
33.0,Private,Assoc-voc,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Private,5th-6th,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,52.0,Mexico,<=50K
35.0,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
47.0,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
17.0,Private,10th,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
55.0,Self-emp-inc,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,30.0,United-States,<=50K
28.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
46.0,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
18.0,Private,11th,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,6.0,United-States,<=50K
43.0,Local-gov,HS-grad,Separated,Adm-clerical,Other-relative,White,Female,0.0,0.0,35.0,United-States,<=50K
60.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,4508.0,0.0,8.0,United-States,<=50K
52.0,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,2597.0,0.0,36.0,United-States,<=50K
40.0,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,31.0,United-States,<=50K
52.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,38.0,United-States,<=50K
27.0,Federal-gov,HS-grad,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
44.0,Private,Masters,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,<=50K
56.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
47.0,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40.0,Puerto-Rico,<=50K
42.0,Local-gov,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,50.0,United-States,<=50K
63.0,Private,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
19.0,,7th-8th,Never-married,,Not-in-family,White,Female,0.0,0.0,35.0,Mexico,<=50K
41.0,Private,Bachelors,Separated,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
17.0,Private,11th,Never-married,Other-service,Own-child,White,Female,0.0,0.0,10.0,United-States,<=50K
26.0,State-gov,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,0.0,0.0,25.0,United-States,<=50K
33.0,Local-gov,Bachelors,Divorced,Prof-specialty,Own-child,White,Male,0.0,2339.0,40.0,United-States,<=50K
41.0,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
20.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,25.0,United-States,<=50K
26.0,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
21.0,,10th,Never-married,,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
64.0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,22.0,United-States,<=50K
32.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=50K
35.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
53.0,Private,12th,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,80.0,United-States,<=50K
23.0,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
20.0,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,15.0,United-States,<=50K
45.0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
77.0,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
32.0,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
21.0,Private,Some-college,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,10.0,United-States,<=50K
42.0,Private,HS-grad,Separated,Tech-support,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
23.0,,HS-grad,Married-civ-spouse,,Own-child,White,Female,0.0,0.0,3.0,United-States,<=50K
26.0,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Female,0.0,0.0,48.0,United-States,<=50K
66.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
40.0,Private,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,65.0,United-States,<=50K
21.0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
48.0,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,44.0,United-States,<=50K
42.0,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
20.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,2597.0,0.0,20.0,United-States,<=50K
59.0,Private,9th,Widowed,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,Assoc-acdm,Never-married,Farming-fishing,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
55.0,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,2354.0,0.0,40.0,United-States,<=50K
51.0,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
37.0,Private,Some-college,Separated,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
34.0,Private,Assoc-voc,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,2597.0,0.0,45.0,United-States,<=50K
49.0,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,20.0,United-States,<=50K
46.0,Private,Some-college,Divorced,Sales,Unmarried,White,Male,0.0,0.0,60.0,United-States,<=50K
29.0,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
19.0,Self-emp-inc,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
58.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,43.0,United-States,<=50K
59.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,42.0,United-States,<=50K
33.0,Private,Some-college,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,<=50K
17.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,6.0,United-States,<=50K
29.0,Local-gov,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
33.0,Private,Assoc-acdm,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,42.0,United-States,<=50K
45.0,Private,11th,Separated,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,Puerto-Rico,<=50K
68.0,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,991.0,0.0,29.0,United-States,<=50K
33.0,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
54.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,67.0,United-States,<=50K
31.0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
25.0,,Bachelors,Never-married,,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,0.0,0.0,80.0,United-States,<=50K
36.0,Private,7th-8th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,Portugal,<=50K
20.0,,Some-college,Never-married,,Other-relative,White,Female,0.0,0.0,20.0,United-States,<=50K
35.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,7.0,United-States,<=50K
27.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,Mexico,<=50K
29.0,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Self-emp-not-inc,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
37.0,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
42.0,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,24.0,United-States,<=50K
22.0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K
38.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
39.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,43.0,United-States,<=50K
41.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Peru,<=50K
19.0,Private,12th,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,9.0,United-States,<=50K
47.0,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
55.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
37.0,State-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
41.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,0.0,0.0,60.0,United-States,<=50K
37.0,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
52.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,45.0,United-States,<=50K
57.0,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
20.0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
62.0,Private,HS-grad,Widowed,Craft-repair,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
26.0,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
18.0,Federal-gov,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
30.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,Male,0.0,0.0,32.0,United-States,<=50K
42.0,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
37.0,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,56.0,United-States,<=50K
47.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,Portugal,<=50K
46.0,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Local-gov,HS-grad,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Self-emp-not-inc,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
44.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,70.0,United-States,<=50K
35.0,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
31.0,State-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
50.0,State-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Private,Masters,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
20.0,,Some-college,Never-married,,Own-child,White,Female,0.0,0.0,10.0,United-States,<=50K
23.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
48.0,Local-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,52.0,United-States,<=50K
44.0,State-gov,Masters,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,52.0,United-States,<=50K
20.0,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,15.0,United-States,<=50K
29.0,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
71.0,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,1411.0,70.0,United-States,<=50K
31.0,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
37.0,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Columbia,<=50K
46.0,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,,<=50K
53.0,Private,7th-8th,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
17.0,Private,12th,Never-married,Other-service,Own-child,White,Male,0.0,0.0,32.0,United-States,<=50K
43.0,Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,70.0,Mexico,<=50K
35.0,Self-emp-not-inc,HS-grad,Married-spouse-absent,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
25.0,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,Mexico,<=50K
58.0,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
88.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,1816.0,50.0,,<=50K
31.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
38.0,Private,Some-college,Never-married,Adm-clerical,Other-relative,Other,Male,0.0,0.0,40.0,India,<=50K
44.0,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,42.0,United-States,<=50K
43.0,Private,1st-4th,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,30.0,Dominican-Republic,<=50K
21.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,18.0,United-States,<=50K
25.0,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=50K
18.0,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,20.0,United-States,<=50K
41.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
37.0,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
24.0,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Female,2597.0,0.0,45.0,United-States,<=50K
32.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,41.0,United-States,<=50K
35.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Self-emp-not-inc,10th,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
27.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1628.0,50.0,United-States,<=50K
22.0,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,35.0,United-States,<=50K
27.0,Local-gov,Assoc-voc,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
45.0,Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
38.0,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
27.0,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0.0,0.0,45.0,Mexico,<=50K
19.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
20.0,Local-gov,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,10.0,United-States,<=50K
37.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,75.0,United-States,<=50K
18.0,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
72.0,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
31.0,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,2258.0,40.0,United-States,<=50K
46.0,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
42.0,,Bachelors,Married-civ-spouse,,Husband,Black,Male,2580.0,0.0,8.0,United-States,<=50K
22.0,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0.0,0.0,36.0,United-States,<=50K
53.0,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
59.0,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
